TASK_NUMBER,ExperimentName,Subject,CueDur[Trial],RespTARGET.RT[Trial],CORRECT_NUMBER,SOA[Trial],DURATION,CORRECT_RESP
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,150,545,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,545,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,350,545,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,350,545,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,545,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,350,545,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,350,545,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,545,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,545,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,545,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,350,545,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,545,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,545,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,350,545,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,100,545,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,545,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,350,545,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,545,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,545,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,545,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,350,545,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,546,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,300,546,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,546,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,350,546,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,546,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,546,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,150,546,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,546,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,546,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,546,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,350,546,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,150,546,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,546,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,350,546,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,350,546,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,300,546,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,546,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,300,546,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,150,546,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,350,546,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,350,546,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,100,546,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,100,546,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,100,546,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,546,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,546,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,546,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,546,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,546,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,546,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,350,546,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,350,546,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,546,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,547,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,547,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,300,547,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,547,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,150,547,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,547,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,350,547,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,547,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,547,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,350,547,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,150,547,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,300,547,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,547,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,547,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,547,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,547,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,350,547,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,100,547,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,350,547,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,350,547,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,547,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,300,547,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,300,547,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,547,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,150,547,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,547,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,547,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,547,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,547,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,150,547,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,547,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,547,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,547,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,547,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,547,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,547,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,547,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,547,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,300,547,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,548,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,548,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,300,548,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,100,548,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,548,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,548,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,548,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,150,548,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,548,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,350,548,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,548,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,100,548,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,350,548,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,548,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,548,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,548,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,548,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,150,548,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,548,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,10,300,548,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,14,100,548,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,100,548,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,350,548,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,300,548,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,548,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,548,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,548,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,150,548,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,350,548,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,548,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,150,548,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,548,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,350,548,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,548,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,548,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,548,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,300,548,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,548,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,548,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,548,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,548,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,548,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,300,548,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,150,548,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,350,548,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,300,548,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,100,548,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,150,548,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,350,548,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,350,548,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,549,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,100,549,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,150,549,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,549,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,300,549,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,549,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,549,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,549,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,549,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,549,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,150,549,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,150,549,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,549,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,549,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,150,549,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,150,549,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,100,549,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,350,549,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,549,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,549,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,549,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,549,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,549,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,549,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,549,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,549,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,549,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,150,549,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,549,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,150,549,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,150,549,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,549,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,549,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,150,549,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,150,549,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,549,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,100,549,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,350,549,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,150,549,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,300,549,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,549,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,350,549,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,100,549,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,350,549,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,549,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,100,549,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,350,550,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,550,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,550,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,300,550,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,150,550,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,150,550,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,150,550,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,550,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,550,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,300,550,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,150,550,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,100,550,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,350,550,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,150,550,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,100,550,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,150,550,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,32,300,550,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,150,550,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,150,550,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,300,550,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,550,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,150,550,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,100,550,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,350,550,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,350,550,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,300,550,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,550,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,550,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,300,550,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,150,550,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,100,550,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,350,550,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,350,550,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,350,550,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,551,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,350,551,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,551,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,551,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,150,551,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,551,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,551,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,150,551,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,551,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,350,551,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,350,551,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,551,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,551,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,551,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,551,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,551,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,551,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,551,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,8,100,551,z,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,19,150,551,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,27,150,551,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,551,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,100,551,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,551,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,551,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,150,551,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,300,551,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,17,300,551,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,300,551,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,551,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,551,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,551,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,551,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,551,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,350,551,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,9,150,551,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,100,551,m,100,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,26,350,551,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,300,551,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,552,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,552,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,552,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,150,552,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,20,300,552,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,350,552,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,100,552,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,150,552,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,350,552,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,300,552,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,552,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,100,552,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,552,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,300,552,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,552,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,300,552,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,552,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,552,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,552,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,552,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,100,552,m,0,SHORT,1
