TASK_NUMBER,ExperimentName,Subject,CueDur[Trial],RespTARGET.RT[Trial],CORRECT_NUMBER,SOA[Trial],DURATION,CORRECT_RESP
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,310,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,150,310,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,100,310,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,310,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,310,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,311,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,311,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,311,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,150,311,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,311,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,311,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,311,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,312,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,312,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,312,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,312,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,313,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,313,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,100,314,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,150,314,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,314,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,314,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,100,314,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,314,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,100,315,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,315,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,315,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,315,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,16,300,315,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,100,316,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,316,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,316,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,316,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,350,316,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,317,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,317,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,300,317,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,350,317,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,317,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,317,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,317,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,318,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,318,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,100,319,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,319,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,319,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,319,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,319,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,319,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,319,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,319,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,319,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,319,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,320,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,320,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,321,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,321,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,100,321,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,321,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,322,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,322,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,322,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,300,322,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,322,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,322,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,322,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,322,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,300,323,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,323,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,323,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,323,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,323,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,323,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,323,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,150,323,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,324,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,324,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,324,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,324,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,325,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,325,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,325,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,325,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,326,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,326,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,326,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,326,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,326,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,326,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,326,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,326,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,327,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,327,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,327,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,327,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,300,328,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,328,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,328,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,328,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,328,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,328,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,328,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,18,150,328,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,328,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,328,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,328,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,100,328,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,329,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,329,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,150,329,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,7,350,329,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,329,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,329,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,329,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,330,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,330,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,100,330,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,330,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,330,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,12,300,330,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,330,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,350,330,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,330,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,350,330,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,300,331,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,331,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,331,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,331,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,331,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,331,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,300,331,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,331,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,350,331,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,331,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,331,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,331,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,100,332,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,332,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,332,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,332,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,332,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,333,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,333,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,333,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,333,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,100,333,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,333,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,150,333,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,333,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,333,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,333,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,333,z,100,SHORT,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,150,333,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,334,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,334,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,334,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,334,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,334,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,334,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,334,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,334,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,4,100,335,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,335,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,350,335,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,335,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,336,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,336,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,336,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,336,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,336,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,337,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,337,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,350,337,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,150,337,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,337,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,337,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,337,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,337,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,300,337,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,338,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,300,338,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,338,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,338,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,338,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,338,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,338,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,338,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,338,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,338,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,350,339,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,100,339,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,339,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,300,339,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,339,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,339,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,339,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,339,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,339,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,300,339,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,339,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,339,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,339,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,340,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,340,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,340,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,340,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,340,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,300,340,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,150,340,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,300,340,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,340,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,340,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,340,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,340,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,340,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,25,350,340,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,341,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,341,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,341,m,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,13,100,341,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,341,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,341,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,341,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,341,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,341,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,29,300,341,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,300,342,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,100,342,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,100,342,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,342,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,342,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,350,342,z,0,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,350,342,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,100,342,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,342,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,342,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,343,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,343,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,343,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,150,343,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,350,343,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,300,343,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,343,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,343,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,344,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,350,344,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,344,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,344,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,150,344,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,5,350,344,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,344,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,344,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,300,345,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,345,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,345,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,100,345,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,100,345,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,345,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,345,z,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,350,345,m,100,LONG,1
DUAL_TASK,Exp1_DualTask_TiTo_Subj1-8,22,300,345,z,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,350,346,z,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,2,300,346,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,150,346,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,346,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,346,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,31,150,346,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,6,100,346,z,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,3,350,346,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,346,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,346,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,346,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,300,346,z,100,LONG,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,150,346,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,100,347,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,24,150,347,m,0,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,100,347,m,0,SHORT,1
DUAL_TASK,Exp1_DualTask_ToTi_Subj9-16,28,350,347,m,0,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,1,350,347,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_TiTo_Subj17-24,23,350,347,m,100,LONG,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,150,347,m,100,SHORT,1
SINGLE_TASK,Exp1_SingleTask_ToTi_Subj24-32,21,350,347,z,100,LONG,1
